Student_Roll_no,Name,Gender,DOB,Father's_Name,Mother's_Name,School_code,English,English_Grade,Mathematics,Mathematics_Grade,Social_Science,Social_Science_Grade,Hindi,Hindi_Grade,Science,Science_Grade
8503,Mark Taylor,Female,16-12-2009,Elijah Jimenez,Catherine Leonard,5090,90,A2,84,A2,69,B2,73,B1,87,A2
8504,Mr. Timothy Graham,Female,28-12-2009,Thomas Wilson,Miss Ashley Kidd,5090,44,C2,51,C1,28,E1,88,A2,79,B1
8505,Crystal Cruz,Female,06-12-2009,Richard Santos,Cheryl Carr,5090,44,C2,50,C2,79,B1,96,A1,60,C1
8506,Peggy Brown,Female,04-04-2008,Jason Kerr,Emily Morgan,5090,74,B1,79,B1,73,B1,56,C1,99,A1
8507,Melissa Fitzpatrick,Male,09-02-2008,James Tate,Brittany Cameron,5090,63,B2,85,A2,10,E2,75,B1,82,A2
8508,David Johnson,Male,04-08-2008,Benjamin Schmitt,Veronica Williams,5090,91,A1,57,C1,82,A2,76,B1,74,B1
8509,Thomas Jones,Male,12-10-2009,Brent Alexander,Elizabeth Guzman,5090,20,E2,65,B2,76,B1,35,D,79,B1
8510,Theresa Greene,Female,01-01-2008,Michael Smith,Monique Blair,5090,65,B2,84,A2,94,A1,84,A2,49,C2
8511,Paul Robinson,Female,05-04-2008,Joshua Anderson,Rachel Barnes,5090,26,E1,76,B1,63,B2,25,E1,66,B2
8512,Walter Chan,Male,12-10-2009,Timothy Robinson,Heather Wade,5090,72,B1,13,E2,49,C2,11,E2,49,C2
8513,Shannon Hayes,Female,14-10-2008,Daniel Moore,Caroline Fleming,5090,88,A2,78,B1,87,A2,60,C1,35,D
8514,David Brooks,Male,15-08-2008,Kyle Weber,Teresa Bush,5090,24,E1,77,B1,81,A2,65,B2,67,B2
8515,Laurie Dean,Female,01-10-2009,Timothy Hodges,Elizabeth Martin,5090,55,C1,70,B2,38,D,32,D,12,E2
8516,Catherine Lopez,Male,16-07-2009,Michael Jordan,Dana Gross,5090,98,A1,39,D,17,E2,10,E2,10,E2
8517,Christine Bailey,Female,07-09-2009,Jeffrey Nichols,Jade Harris,5090,46,C2,40,D,90,A2,73,B1,17,E2
8518,Kyle Gutierrez,Female,19-01-2009,Alexander Howard,Debra Conley,5090,93,A1,29,E1,32,D,32,D,72,B1
8519,Kelly Wood DDS,Male,19-09-2009,Derrick Fischer,Samantha Brown,5090,15,E2,73,B1,88,A2,29,E1,74,B1
8520,Jacqueline Martinez,Male,04-06-2008,Adam Bates,Julie Flores,5090,46,C2,45,C2,23,E1,66,B2,59,C1
8521,Raymond Armstrong,Male,06-02-2008,Michael Wilson,Diana Riley,5090,33,D,77,B1,25,E1,25,E1,13,E2
8522,Kevin Torres,Female,28-07-2008,John Long,Kimberly Guzman,5090,31,D,41,C2,57,C1,30,E1,61,B2
8523,Raymond Lee,Male,02-06-2009,Charles Hodges,Angela Young,5090,27,E1,57,C1,88,A2,71,B1,27,E1
8524,William Burton,Male,27-09-2009,Jeffrey Taylor,Mrs. Jamie Mcdonald PhD,5090,99,A1,75,B1,44,C2,96,A1,77,B1
8525,John Hill,Female,11-12-2008,Sean Solis,Alicia Anderson,5090,41,C2,18,E2,84,A2,50,C2,51,C1
8526,Raymond Jenkins,Male,15-02-2008,John Hicks,Rebecca Burgess,5090,67,B2,41,C2,91,A1,37,D,27,E1
8527,Kent Sanchez,Female,12-06-2008,Anthony Martinez,Jennifer Esparza,5090,21,E1,60,C1,93,A1,50,C2,29,E1
8528,Tyler Warren,Female,08-05-2009,Jeffrey Stephens,Jessica Jenkins,5090,27,E1,12,E2,63,B2,83,A2,60,C1
8529,Lisa Cole,Male,30-07-2008,Kevin Wilson,Jessica Gilbert,5090,94,A1,26,E1,77,B1,55,C1,28,E1
8530,Dawn Smith,Female,23-03-2009,Brent Alexander,Megan Williamson,5090,14,E2,13,E2,67,B2,10,E2,76,B1
8531,Robin Vaughan,Female,06-08-2009,Logan Thompson,Rebekah Castillo,5090,29,E1,87,A2,29,E1,86,A2,71,B1
8532,John Guerra,Male,20-04-2008,Dennis Black,Mrs. Elizabeth Sawyer,5090,86,A2,27,E1,52,C1,63,B2,65,B2
8533,Scott Martinez,Female,23-08-2009,Dominic Ramos,Lindsay Manning,5090,88,A2,14,E2,70,B2,69,B2,59,C1
8534,Alan Marshall,Male,09-06-2008,Mr. William Valenzuela,Kathleen Dennis,5090,12,E2,89,A2,69,B2,24,E1,16,E2
8535,Michael Daniel,Male,10-06-2009,William Garcia,Lindsey Sutton,5090,13,E2,16,E2,44,C2,79,B1,92,A1
8536,Christine Chandler,Female,06-08-2008,Bryan Ruiz,Jessica Jones,5090,19,E2,77,B1,38,D,78,B1,79,B1
8537,George Harris,Female,20-03-2009,Michael Huerta,Lori Johnson,5090,68,B2,69,B2,55,C1,59,C1,68,B2
8538,Whitney Horton,Female,20-11-2009,Michael Humphrey,Kristin Cantrell,5090,96,A1,31,D,23,E1,78,B1,94,A1
8539,Carla Knapp,Male,19-08-2008,Terry Olson,Nicole Miller,5090,39,D,54,C1,40,D,99,A1,55,C1
8540,Kristin Owens,Male,03-06-2009,Michael Harris,Danielle Lee,5090,74,B1,75,B1,90,A2,88,A2,18,E2
8541,Marcus Werner,Female,14-05-2009,Daniel Walker,Kelsey Grimes,5090,66,B2,46,C2,45,C2,74,B1,70,B2
8542,Catherine Gregory,Male,16-02-2008,Thomas Munoz,Angela Scott,5090,19,E2,68,B2,83,A2,71,B1,68,B2
8543,Mr. Frank Pacheco DDS,Female,27-08-2009,Paul Johnson,Elizabeth Nelson,5090,77,B1,31,D,17,E2,39,D,11,E2
8544,Patrick Brown,Male,29-04-2008,Phillip Dunlap,Gina Pruitt,5090,61,B2,11,E2,72,B1,23,E1,78,B1
8545,Denise Sherman,Female,27-08-2009,Stephen Jackson,Shannon Carr,5090,87,A2,66,B2,21,E1,61,B2,67,B2
8546,Michael Fowler,Female,04-11-2008,Kerry Jacobson,Rhonda Carlson DVM,5090,84,A2,98,A1,74,B1,56,C1,34,D
8547,Edward Johnson,Female,31-03-2009,Marc Moss,Sheila Beasley,5090,14,E2,43,C2,82,A2,69,B2,98,A1
8548,Deborah Davis,Male,23-03-2008,Paul Turner,Angela Noble,5090,78,B1,20,E2,29,E1,17,E2,90,A2
8549,Jackie Hunt,Male,09-05-2009,Michael Whitaker,Laura White,5090,43,C2,39,D,61,B2,85,A2,48,C2
8550,Cindy Martinez,Male,26-09-2008,Christopher Austin,Karen Bell,5090,99,A1,68,B2,69,B2,32,D,76,B1
8551,Jillian Bryan,Male,12-12-2009,Christian Flynn,Melissa Harmon,5090,60,C1,57,C1,83,A2,46,C2,24,E1
8552,Amanda Jennings,Male,20-05-2009,Steven Johnson,Denise Elliott,5090,37,D,17,E2,13,E2,47,C2,87,A2
8553,Andre Escobar,Female,21-04-2009,Robert Beck,Stephanie Campbell,5090,54,C1,77,B1,44,C2,90,A2,97,A1
8554,Scott Graham,Male,27-08-2009,Brian Chambers,Jessica Pope,5090,14,E2,22,E1,48,C2,92,A1,80,B1
8555,Mary Aguirre,Male,21-10-2008,Albert Scott,Connie Willis,5090,63,B2,46,C2,17,E2,74,B1,34,D
8556,William Robinson,Female,29-07-2008,Timothy Gonzales,Colleen Manning,5090,64,B2,81,A2,39,D,75,B1,67,B2
8557,Tracey Price,Male,01-09-2008,Christopher Martin,Katrina Cook,5090,20,E2,17,E2,24,E1,88,A2,17,E2
8558,Olivia Salazar,Female,16-07-2009,Edwin Ford,Gloria Rivera,5090,66,B2,92,A1,76,B1,75,B1,19,E2
8559,Kenneth Reyes,Female,26-08-2008,Jesus Brown,Theresa Bruce,5090,68,B2,82,A2,51,C1,95,A1,88,A2
8560,James Campos,Male,26-08-2008,Richard Harrison,Brandy Williams,5090,78,B1,89,A2,54,C1,66,B2,22,E1
8561,Thomas Henderson,Male,25-10-2009,Jerry Jefferson,Faith Jenkins,5090,23,E1,99,A1,67,B2,39,D,40,D
8562,Carmen Perez,Female,07-12-2008,Justin Wright,Kimberly Olson,5090,30,E1,97,A1,41,C2,99,A1,46,C2
8563,Jason Wall,Male,16-11-2009,William Cochran,Brittany Lynch,5090,19,E2,47,C2,51,C1,17,E2,20,E2
8564,Jasmine Cox,Male,14-11-2009,Bryce Gonzalez,Laura Kim,5090,50,C2,53,C1,61,B2,48,C2,86,A2
8565,Renee Hoffman,Male,26-07-2008,Joshua Valencia,Suzanne Martin,5090,98,A1,84,A2,65,B2,24,E1,14,E2
8566,Stephanie Calderon,Female,17-06-2008,Corey Garcia,Jessica Washington,5090,87,A2,75,B1,21,E1,58,C1,36,D
8567,Mark Terry,Female,25-09-2009,Scott Obrien,Tracy Brown,5090,46,C2,38,D,70,B2,94,A1,60,C1
8568,Tyler Jackson,Male,23-03-2009,Christopher Fowler,Patricia Murphy,5090,86,A2,32,D,75,B1,86,A2,67,B2
8569,Donald Taylor,Male,15-07-2008,Brian Woods,Alexis Kaufman,5090,66,B2,28,E1,24,E1,31,D,64,B2
8570,Gabriel Bowers,Male,24-07-2008,Andrew James,Felicia Martinez,5090,18,E2,66,B2,64,B2,70,B2,92,A1
8571,Lucas Ritter,Female,28-12-2008,Edward Wright,Brenda Smith,5090,37,D,40,D,96,A1,32,D,29,E1
8572,Casey Webb,Male,06-03-2009,Stephen Daniel,Joann Schmidt,5090,34,D,28,E1,38,D,52,C1,71,B1
8573,Jennifer Gould,Female,09-07-2008,Kyle Farley,Susan Gray,5090,37,D,95,A1,68,B2,14,E2,78,B1
8574,Albert Smith,Male,02-01-2008,Michael Moore,Marissa Lewis,5090,48,C2,85,A2,98,A1,63,B2,81,A2
8575,Vincent Ochoa,Male,02-02-2009,Russell Collins,Yesenia Kelley MD,5090,20,E2,23,E1,61,B2,54,C1,21,E1
8576,Christopher Bauer,Female,04-09-2008,William Perez,Savannah Copeland,5090,88,A2,20,E2,27,E1,59,C1,60,C1
8577,Robert Simmons,Female,21-02-2009,Thomas Velasquez,Megan Burnett,5090,76,B1,38,D,99,A1,37,D,88,A2
8578,Patrick Bennett,Male,26-04-2009,Micheal Johnson,Rebecca Rice,5090,30,E1,95,A1,37,D,46,C2,39,D
8579,Ray Best,Female,27-08-2008,Paul Jacobs,Olivia Long,5090,15,E2,96,A1,76,B1,41,C2,96,A1
8580,Ryan Adams,Male,18-01-2009,Jason Hall,Krista Franco,5090,21,E1,99,A1,94,A1,29,E1,80,B1
8581,Victoria Jackson,Male,20-02-2008,Jorge Glenn,Ashley George,5090,16,E2,77,B1,67,B2,11,E2,47,C2
8582,Curtis Howard,Female,27-01-2009,Philip Waters,Jane Phillips,5090,97,A1,52,C1,78,B1,21,E1,30,E1
8583,Maria Lane,Female,12-12-2008,Jason Cohen,Courtney Gonzalez,5090,88,A2,45,C2,76,B1,29,E1,43,C2
8584,Maureen Delgado,Female,02-12-2009,Dr. David Olson Jr.,Amy Kidd,5090,55,C1,28,E1,18,E2,70,B2,58,C1
8585,Kylie Dougherty,Female,07-02-2009,Dennis Kidd,Jennifer Jackson,5090,39,D,85,A2,59,C1,57,C1,84,A2
8586,Autumn Hughes,Male,09-06-2008,Zachary Buchanan,Julie Smith,5090,98,A1,94,A1,25,E1,23,E1,13,E2
8587,Dr. James Bishop,Female,28-02-2009,Peter Webb,Gina Hatfield,5090,15,E2,97,A1,41,C2,58,C1,39,D
8588,Maria Brooks,Male,21-08-2009,Kurt Collins,Angela Lucas DVM,5090,33,D,96,A1,82,A2,83,A2,16,E2
8589,Miguel Middleton,Female,29-03-2009,Brian Pham,Jennifer Hanna,5090,68,B2,76,B1,28,E1,94,A1,33,D
8590,Chris Cooper,Female,25-01-2009,Logan Booth,Elizabeth Watson,5090,49,C2,29,E1,82,A2,70,B2,15,E2
8591,Jeffrey Smith,Male,01-04-2008,Jeffrey Day,Lynn Bryant,5090,46,C2,50,C2,72,B1,55,C1,48,C2
8592,Gina Brown,Female,29-06-2008,James Reid,Shannon Pace,5090,28,E1,78,B1,38,D,61,B2,50,C2
8593,Harold Clark,Female,28-11-2009,Ryan Lawson,Jennifer Berger,5090,85,A2,90,A2,90,A2,49,C2,24,E1
8594,Sheryl Mendoza DVM,Female,23-02-2008,Benjamin Murphy,Abigail Holt,5090,51,C1,56,C1,63,B2,71,B1,76,B1
8595,Dawn Robinson,Male,15-08-2008,Bradley Mendez,Heather Davenport,5090,45,C2,93,A1,22,E1,98,A1,35,D
8596,Charles Castro,Female,25-08-2009,Michael Allen,Grace Jackson,5090,84,A2,63,B2,20,E2,41,C2,92,A1
8597,Ricardo Schwartz DDS,Female,09-04-2008,Gary Mullins,Elizabeth Beard,5090,32,D,40,D,98,A1,73,B1,20,E2
8598,Joanna Cruz,Female,05-10-2008,Kenneth Harper MD,Jennifer Watson,5090,63,B2,48,C2,64,B2,31,D,18,E2
8599,Joshua Jones,Female,02-08-2008,Nicholas Daugherty,Beth Randall,5090,39,D,87,A2,84,A2,43,C2,25,E1
8600,Dennis Smith,Female,08-09-2008,Jonathan Freeman,Dr. Rachel Williams,5090,82,A2,41,C2,58,C1,15,E2,40,D
8601,Michael Baker,Male,22-09-2009,Henry Rodriguez,Rebecca Smith,5090,10,E2,93,A1,14,E2,51,C1,94,A1
8602,Andrew Baxter,Male,30-01-2008,William Kirby,Michelle Gonzalez,5090,83,A2,24,E1,30,E1,26,E1,15,E2
8603,Allison Weaver,Male,04-03-2009,Jeremy Burns,Karla Mccullough,5090,17,E2,96,A1,76,B1,48,C2,72,B1
8604,Mr. Ryan Norman,Male,26-10-2009,Joseph Knight,Dawn Harrison,5090,28,E1,18,E2,35,D,30,E1,24,E1
8605,Benjamin Hendricks,Female,09-01-2008,Billy Schneider,Susan Jones,5090,81,A2,65,B2,13,E2,33,D,46,C2
8606,Lauren Thompson,Female,19-02-2009,Timothy Sanchez,Christine Cochran,5090,53,C1,76,B1,23,E1,57,C1,85,A2
8607,Erika Marshall,Male,08-08-2009,Jay Brooks,Margaret Ruiz,5090,81,A2,79,B1,58,C1,21,E1,19,E2
8608,Jennifer Carter,Female,27-11-2008,Brian Navarro,Mrs. Dana Jones,5090,28,E1,32,D,94,A1,90,A2,61,B2
8609,James Golden,Male,20-02-2008,Brad Fuller,Dr. Taylor Murray,5090,39,D,23,E1,80,B1,61,B2,94,A1
8610,Phillip Padilla,Male,13-07-2009,Michael Murphy,Annette Sheppard,5090,20,E2,65,B2,66,B2,85,A2,27,E1
8611,Lisa Schmidt,Male,17-06-2009,Christopher Johnson,Jacqueline Martinez,5090,32,D,46,C2,68,B2,26,E1,78,B1
8612,James Monroe,Female,14-01-2009,Calvin Cervantes,Wendy Villegas,5090,10,E2,37,D,12,E2,77,B1,65,B2
8613,Christopher Johnson,Male,27-06-2009,Thomas Carter,Jennifer Stevens,5090,20,E2,82,A2,28,E1,21,E1,73,B1
8614,Alexander Miller,Male,23-08-2008,Randall Branch,Amanda Roman,5090,51,C1,50,C2,82,A2,13,E2,89,A2
8615,Taylor Love,Female,09-01-2009,Rodney Coleman,Mary Ross,5090,31,D,48,C2,34,D,92,A1,95,A1
8616,Lawrence Hart,Female,20-06-2009,Michael Smith,Michelle Carpenter,5090,53,C1,39,D,10,E2,73,B1,90,A2
8617,Megan Sanchez,Male,11-12-2008,John Mullins,Carol Keith,5090,66,B2,12,E2,28,E1,17,E2,11,E2
8618,Jasmine Bryant,Female,23-01-2008,Christopher Munoz,Pamela Huff,5090,71,B1,12,E2,41,C2,80,B1,10,E2
8619,Evan Massey,Female,07-11-2008,David Parrish,Megan Miller,5090,45,C2,86,A2,31,D,36,D,18,E2
8620,Debra Wilson,Female,25-07-2008,Bryan Reed,Samantha Pruitt,5090,70,B2,31,D,89,A2,99,A1,10,E2
8621,Thomas Dunn,Female,08-05-2008,Brett Cortez,Kelly Mcdaniel,5090,97,A1,99,A1,74,B1,45,C2,59,C1
8622,Michael Christensen,Male,10-03-2009,Timothy Robertson,Tamara Henderson,5090,51,C1,52,C1,11,E2,74,B1,72,B1
8623,Alan Joseph,Male,06-11-2008,Dakota Robles,Angela Houston,5090,58,C1,35,D,41,C2,62,B2,70,B2
8624,Angela Jones,Female,02-10-2009,Robert Lopez,Brittany Lindsey,5090,43,C2,35,D,57,C1,81,A2,49,C2
8625,Leslie Deleon,Female,12-12-2009,David Brown,Kimberly Allen,5090,84,A2,95,A1,44,C2,82,A2,29,E1
8626,Alan Edwards,Male,15-03-2009,Mark Perez,Madison King,5090,63,B2,33,D,66,B2,98,A1,96,A1
8627,Brian Montoya,Male,03-09-2009,Mr. Kenneth Cole,Samantha Frank,5090,82,A2,12,E2,73,B1,57,C1,62,B2
8628,Chad Mcfarland,Female,20-02-2008,Harold Harris,Denise Salas,5090,16,E2,41,C2,74,B1,54,C1,83,A2
8629,Mark Rocha,Male,06-01-2008,Gregory Shepherd,April Waller,5090,73,B1,11,E2,56,C1,78,B1,17,E2
8630,Kyle Rowe,Male,07-03-2008,James Jackson,Cindy Castillo,5090,51,C1,33,D,16,E2,76,B1,53,C1
8631,Robert Carroll,Female,17-10-2009,Trevor Stevens,Madison Monroe,5090,60,C1,31,D,78,B1,71,B1,29,E1
8632,Victoria Hart,Female,16-08-2008,Nicholas Gonzales,Mary Giles,5090,78,B1,72,B1,38,D,55,C1,36,D
8633,Christopher Dyer,Female,16-06-2009,Robert Thornton,Mary Simmons,5090,82,A2,88,A2,39,D,35,D,97,A1
8634,Jennifer Sharp,Female,03-07-2008,Christopher Brown,Regina Stuart,5090,75,B1,88,A2,27,E1,49,C2,99,A1
8635,Jeremy Hooper,Female,31-08-2009,Anthony Williams,Jacqueline Baker,5090,41,C2,67,B2,95,A1,29,E1,40,D
8636,Patricia Ball,Female,05-10-2009,Anthony Dawson,Ashley Carr,5090,38,D,56,C1,57,C1,92,A1,15,E2
8637,Maureen Fletcher,Female,19-01-2009,Robert Lamb,Emily Moore,5090,59,C1,28,E1,85,A2,88,A2,37,D
8638,Amy Lopez,Female,20-12-2009,John Welch,Charlene Anderson,5090,57,C1,35,D,15,E2,98,A1,56,C1
8639,Kaitlyn Wright,Male,26-05-2009,Juan Donovan,Jennifer Cooper,5090,71,B1,37,D,12,E2,47,C2,53,C1
8640,John Gonzales,Female,26-10-2009,Samuel Wright,Michele Jones,5090,59,C1,51,C1,85,A2,40,D,46,C2
8641,Brooke Williams,Male,27-01-2008,Cody Jackson,Jamie Riley,5090,34,D,58,C1,52,C1,50,C2,60,C1
8642,Courtney King,Male,04-01-2008,Jacob Diaz,Kathy Richardson,5090,67,B2,16,E2,82,A2,84,A2,68,B2
8643,William Edwards,Female,15-12-2009,Dean Garcia,Holly Grant,5090,89,A2,20,E2,37,D,50,C2,33,D
8644,Joshua Brown,Male,27-09-2009,Jeffrey Boone,April Sherman,5090,34,D,81,A2,85,A2,49,C2,54,C1
8645,Natalie Stevens,Male,25-01-2009,Jonathan Johnson,Leslie Hahn,5090,59,C1,72,B1,22,E1,65,B2,72,B1
8646,Melinda Russo,Female,04-08-2008,Joseph Aguilar,Toni Rose,5090,11,E2,52,C1,80,B1,30,E1,72,B1
8647,Joshua Kelley,Male,26-04-2008,Matthew Stewart,Jodi Alvarado,5090,44,C2,99,A1,13,E2,75,B1,35,D
8648,Olivia Coleman,Female,09-04-2009,Raymond Rodriguez,Sarah Perez,5090,48,C2,57,C1,84,A2,75,B1,54,C1
8649,Brenda Garrett,Female,21-05-2008,Adam Rocha,Tracey Leonard,5090,62,B2,86,A2,18,E2,52,C1,49,C2
8650,William Smith,Female,30-09-2008,Joseph Griffith Jr.,Yolanda Martin,5090,41,C2,27,E1,75,B1,33,D,57,C1
8651,Anne Ortiz,Female,28-12-2008,Brian Lowe,Elizabeth Watson,5090,16,E2,57,C1,36,D,19,E2,98,A1
8652,John Cook,Male,10-05-2008,Gene Villanueva,Patricia Rodriguez,5090,21,E1,53,C1,23,E1,14,E2,46,C2
8653,Wendy Morgan,Male,28-01-2008,Richard Rodriguez,Jennifer Zimmerman,5090,27,E1,97,A1,86,A2,90,A2,88,A2
8654,Susan Hill,Male,24-12-2008,Eugene Obrien,Jacqueline Sandoval,5090,38,D,36,D,29,E1,20,E2,50,C2
8655,Stacy Bishop,Male,26-04-2009,Mark Smith,Mrs. Sandra Simon,5090,14,E2,52,C1,41,C2,11,E2,43,C2
8656,Dr. Heather Jones,Female,04-10-2008,Anthony Vargas,Dana Dixon,5090,93,A1,44,C2,93,A1,37,D,58,C1
8657,Keith Bauer,Male,18-02-2008,Robert Smith,Melissa Wagner,5090,91,A1,73,B1,55,C1,29,E1,79,B1
8658,Jacob Wolfe,Male,30-06-2009,Aaron Mckee,Melissa Graves,5090,84,A2,77,B1,98,A1,17,E2,77,B1
8659,Jason Perry,Female,26-02-2009,Timothy Clark,Victoria Jenkins,5090,39,D,54,C1,58,C1,70,B2,74,B1
8660,Jessica Patel,Female,20-03-2009,Gavin Green,Sherry Miller,5090,66,B2,68,B2,52,C1,17,E2,25,E1
8661,John Solis,Male,30-08-2008,Ryan Rios,Krista Frey,5090,15,E2,58,C1,32,D,38,D,16,E2
8662,Kevin Porter,Female,04-06-2009,Scott Lewis,Katelyn Bowers,5090,37,D,69,B2,58,C1,35,D,17,E2
8663,Robert Dean,Male,21-10-2009,Gavin Mcmillan,Janet Knight,5090,79,B1,68,B2,60,C1,11,E2,91,A1
8664,Ashley Lowe,Male,02-09-2009,Joseph Hawkins MD,Breanna Bailey,5090,43,C2,43,C2,72,B1,25,E1,40,D
8665,Heather Little,Female,23-09-2008,Stephen Chung,Sydney Zimmerman,5090,34,D,19,E2,81,A2,91,A1,38,D
8666,Mr. Daniel Schneider,Female,02-06-2009,Christopher Gillespie,Erin Gibbs,5090,26,E1,49,C2,65,B2,29,E1,60,C1
8667,Heidi Matthews,Male,28-11-2009,Andrew Huerta DDS,Kristie Snyder,5090,48,C2,11,E2,99,A1,38,D,47,C2
8668,Shelley Smith,Male,06-09-2009,Patrick Santos,Brittany Barber MD,5090,91,A1,71,B1,35,D,77,B1,67,B2
8669,Madison Jenkins,Female,17-05-2009,Donald Johnson,Danielle Miller,5090,96,A1,35,D,87,A2,18,E2,37,D
8670,Jessica Hawkins,Male,28-02-2008,Wayne Roberts,Vanessa West,5090,98,A1,71,B1,15,E2,92,A1,73,B1
8671,Danielle Colon,Male,16-01-2008,Robert Dickson,Joanna Mclean,5090,86,A2,26,E1,41,C2,82,A2,50,C2
8672,Tina Lee,Female,30-01-2009,John Franklin,Tina Davis,5090,46,C2,76,B1,87,A2,40,D,14,E2
8673,Jaime Diaz,Female,02-04-2009,Walter Kim,Gabrielle Graham,5090,61,B2,28,E1,35,D,45,C2,42,C2
8674,Robert Ellis,Female,13-07-2009,Glenn Lambert,Brenda Davis,5090,88,A2,43,C2,90,A2,83,A2,70,B2
8675,Melanie Hayes,Female,04-02-2008,Patrick Christensen,Dorothy Eaton,5090,88,A2,72,B1,41,C2,37,D,49,C2
8676,Todd Medina,Female,16-02-2008,Jeffrey Russell,Meghan Gonzalez,5090,78,B1,69,B2,59,C1,96,A1,56,C1
8677,Joshua Taylor Jr.,Female,02-05-2008,Keith Barr,Amy Hansen,5090,30,E1,56,C1,35,D,69,B2,86,A2
8678,Kyle Espinoza,Female,26-08-2008,Eric Hogan,Terri Collier MD,5090,61,B2,32,D,13,E2,13,E2,85,A2
8679,Elizabeth Sanchez MD,Female,21-08-2008,Kent Lewis,Brittany Jordan,5090,23,E1,52,C1,64,B2,84,A2,62,B2
8680,Douglas Owens,Female,22-10-2009,Daryl Jefferson,Elizabeth Walter,5090,55,C1,67,B2,88,A2,28,E1,13,E2
8681,Matthew Decker,Female,11-01-2008,Andrew King,Diana Atkinson,5090,87,A2,98,A1,17,E2,92,A1,94,A1
8682,Monica Maldonado,Male,29-01-2008,Anthony Beck,Brenda White,5090,17,E2,33,D,79,B1,75,B1,27,E1
8683,Edward Hudson,Female,23-02-2009,Tony Green,Lauren Kelly,5090,36,D,23,E1,17,E2,60,C1,68,B2
8684,Ashley Smith,Female,28-02-2008,William Harris,Amber Scott,5090,44,C2,94,A1,67,B2,25,E1,95,A1
8685,Sean Williams,Female,23-10-2008,Daniel Collins,Sandra Wilson,5090,79,B1,53,C1,91,A1,74,B1,38,D
8686,Kristen Perez,Male,15-04-2009,Richard Baker,Amanda Mcgee,5090,31,D,54,C1,32,D,82,A2,51,C1
8687,Timothy Diaz,Female,25-02-2009,John Wilson,Jacqueline Harris,5090,93,A1,96,A1,15,E2,42,C2,84,A2
8688,Phillip Newman,Female,04-08-2008,Daniel Griffith,Melissa Curtis,5090,37,D,86,A2,42,C2,99,A1,11,E2
8689,David Sanders,Female,11-05-2009,Arthur Marsh,Taylor Jacobs,5090,33,D,34,D,12,E2,68,B2,27,E1
8690,Erin Jones,Female,13-11-2008,Brian Logan,Melissa Reed,5090,67,B2,51,C1,61,B2,97,A1,69,B2
8691,Janet Castillo,Female,10-09-2009,Michael Russell,Leslie Meadows,5090,64,B2,71,B1,15,E2,80,B1,34,D
8692,Lauren Young,Male,02-10-2009,Scott Marshall,Melissa Norris,5090,34,D,93,A1,66,B2,71,B1,26,E1
8693,Aaron Price,Male,19-11-2009,Gregory Smith,Barbara Gray,5090,59,C1,78,B1,89,A2,72,B1,56,C1
8694,Christine Salinas,Male,26-09-2009,Bradley Morales,Emily Morrow,5090,62,B2,46,C2,19,E2,19,E2,78,B1
8695,Alex Rivera,Male,22-04-2009,Matthew Garcia,Lori Howell,5090,77,B1,50,C2,42,C2,89,A2,95,A1
8696,Tracy Odom,Female,06-02-2009,Jeffrey Norris,Jennifer Goodwin,5090,73,B1,60,C1,16,E2,77,B1,52,C1
8697,Jeremy Thomas,Male,25-08-2008,Terry Carroll,Lauren Curry,5090,43,C2,51,C1,33,D,25,E1,92,A1
8698,Adam Michael,Male,10-04-2008,Robert Stone,Kayla Diaz,5090,81,A2,87,A2,12,E2,72,B1,52,C1
8699,Jonathon Wall,Male,21-10-2009,Jason Thomas,Anne Caldwell,5090,56,C1,89,A2,69,B2,14,E2,64,B2
8700,Elizabeth Olsen,Female,15-11-2009,Gary Richardson,Tanya Fisher,5090,78,B1,18,E2,45,C2,16,E2,60,C1
8701,John Adams,Female,24-12-2008,David Bennett,Barbara Johnson,5090,52,C1,84,A2,34,D,78,B1,16,E2
8702,Julie Morgan,Female,04-09-2008,Brian Arnold,Mrs. Crystal Ortiz,5090,61,B2,82,A2,76,B1,72,B1,93,A1
8703,Jennifer Thomas,Male,13-12-2009,James Taylor,Ashley Perry,5090,85,A2,35,D,43,C2,17,E2,61,B2
8704,Kyle Gray,Female,11-01-2008,Jose Gonzalez,Jill Copeland,5090,32,D,44,C2,94,A1,44,C2,11,E2
8705,David Friedman,Female,10-09-2009,Donald Cruz,Ana Dillon,5090,19,E2,99,A1,43,C2,34,D,28,E1
8706,Ryan Lewis,Female,06-03-2009,Harold Weaver Jr.,Kimberly Wilson,5090,29,E1,93,A1,71,B1,45,C2,94,A1
8707,Robert Calderon,Female,05-06-2009,Gilbert Watson,Beth Sutton,5090,83,A2,59,C1,84,A2,83,A2,31,D
8708,Felicia Evans,Female,09-06-2008,Andrew Cannon MD,Laura Sullivan,5090,84,A2,86,A2,50,C2,88,A2,24,E1
8709,Jeffrey Tucker,Female,06-02-2009,Jacob Edwards,Maria Ortiz,5090,99,A1,82,A2,23,E1,44,C2,64,B2
8710,Katherine Diaz,Male,26-01-2008,Christopher Lawson,Ashley Morris,5090,63,B2,67,B2,70,B2,33,D,75,B1
8711,Karen Sandoval,Male,10-12-2009,James Gilbert,Michelle Turner,5090,17,E2,34,D,32,D,43,C2,45,C2
8712,Ann Raymond,Female,17-06-2008,Joseph Arnold,Julie Floyd,5090,10,E2,34,D,44,C2,90,A2,47,C2
